date,site,tank,rametID,Taxon,RepStatusTF,total_dry_wt,Veg_Weight,Infl_Weight,N_Level_Group,N_level,GeneticID,consistentID,FieldID,gen_checked,Outlier
7/26/16,UMBS,50,28,TYGL,0,18.1818,18.1818,0,low,0,NA,NA,TYGL,FALSE,FALSE
7/26/16,UMBS,50,29,TYGL,1,41.875,32.429,9.446,low,0,NA,NA,TYGL,FALSE,FALSE
7/26/16,UMBS,50,30,TYAN,0,6.1619,6.1619,0,low,0,NA,NA,TYAN,FALSE,FALSE
7/26/16,UMBS,50,31,TYGL,1,34.752,28.1224,6.6296,low,0,NA,NA,TYGL,FALSE,FALSE
7/26/16,UMBS,50,32,TYGL,1,32.925,25.326,7.599,low,0,NA,NA,TYGL,FALSE,FALSE
7/26/16,UMBS,50,33,TYGL,0,7.1389,7.1389,0,low,0,TYGL,FALSE,TYAN,TRUE,FALSE
7/26/16,UMBS,50,34,TYGL,0,20.7804,20.7804,0,low,0,NA,NA,TYGL,FALSE,FALSE
7/26/16,UMBS,50,35,TYAN,0,6.5359,6.5359,0,low,0,NA,NA,TYAN,FALSE,FALSE
7/26/16,UMBS,50,36,TYAN,0,10.8866,10.8866,0,low,0,NA,NA,TYAN,FALSE,FALSE
7/26/16,UMBS,50,37,TYAN,0,5.9922,5.9922,0,low,0,NA,NA,TYAN,FALSE,FALSE
7/26/16,UMBS,50,38,TYAN,0,9.3898,9.3898,0,low,0,NA,NA,TYAN,FALSE,FALSE
7/26/16,UMBS,50,39,TYAN,0,3.2241,3.2241,0,low,0,NA,NA,TYAN,FALSE,FALSE
7/26/16,UMBS,50,40,TYGL,1,28.5509,21.6861,6.8648,low,0,NA,NA,TYGL,FALSE,FALSE
7/26/16,UMBS,50,41,TYGL,1,23.7098,18.0615,5.6483,low,0,NA,NA,TYGL,FALSE,FALSE
7/26/16,UMBS,50,42,TYGL,1,36.056,27.7313,8.3247,low,0,NA,NA,TYGL,FALSE,FALSE
7/26/16,UMBS,50,43,TYGL,0,4.896,4.896,0,low,0,TYGL,FALSE,TYAN,TRUE,FALSE
7/26/16,UMBS,50,44,TYAN,0,2.998,2.998,0,low,0,NA,NA,TYAN,FALSE,FALSE
7/26/16,UMBS,50,45,TYGL,1,38.388,29.3302,9.0578,low,0,NA,NA,TYGL,FALSE,FALSE
7/26/16,UMBS,50,46,TYAN,0,9.6082,9.6082,0,low,0,NA,NA,TYAN,FALSE,FALSE
7/26/16,UMBS,50,47,TYGL,1,36.284,28.0029,8.2811,low,0,NA,NA,TYGL,FALSE,FALSE
7/26/16,UMBS,50,49,TYAN,0,2.5822,2.5822,0,low,0,NA,NA,TYAN,FALSE,FALSE
7/26/16,UMBS,50,50,TYGL,1,47.537,35.8233,11.7137,low,0,NA,NA,TYGL,FALSE,FALSE
7/26/16,UMBS,50,51,TYAN,1,18.8355,13.9937,4.8418,low,0,NA,NA,TYAN,FALSE,FALSE
7/26/16,UMBS,50,70,TYGL,0,11.6803,11.6803,0,low,0,TYGL,FALSE,TYAN,TRUE,FALSE
7/26/16,UMBS,50,71,TYAN,0,5.0273,5.0273,0,low,0,NA,NA,TYAN,FALSE,FALSE
7/26/16,UMBS,50,72,TYGL,0,0.5507,0.5507,0,low,0,NA,NA,TYGL,FALSE,FALSE
